v(v_in),v(out),v(c1),v(c2),v(tail)
4.600000000000003531e-01,5.012999833300023556e-08,4.999999908135179361e+00,3.137282228520831495e+00,1.868893565684157654e+00
4.620000000000003548e-01,5.012999833305608679e-08,4.999999908144579841e+00,3.137282228541124152e+00,1.868893565684435654e+00
4.640000000000003566e-01,5.012999833311193803e-08,4.999999908153979433e+00,3.137282228556158792e+00,1.868893565684670355e+00
4.660000000000003584e-01,5.012999833316776941e-08,4.999999908163379025e+00,3.137282228574519216e+00,1.868893565684935476e+00
4.680000000000003602e-01,5.012999833322362064e-08,4.999999908172780394e+00,3.137282228582732646e+00,1.868893565685061153e+00
4.700000000000003619e-01,5.012999833327946526e-08,4.999999908182178210e+00,3.137282228570142273e+00,1.868893565684882851e+00
4.720000000000003637e-01,5.012999833333533635e-08,4.999999908191579578e+00,3.137282228594300282e+00,1.868893565685211033e+00
4.740000000000003655e-01,5.012999833339118097e-08,4.999999908200980059e+00,3.137282228606265377e+00,1.868893565685406877e+00
4.760000000000003673e-01,5.012999833344701897e-08,4.999999908210379651e+00,3.137282228585859034e+00,1.868893565685118441e+00
4.780000000000003690e-01,5.012999833350286358e-08,4.999999908219779243e+00,3.137282228617491509e+00,1.868893565685542768e+00
4.800000000000003708e-01,5.012999833355872144e-08,4.999999908229179724e+00,3.137282228617093605e+00,1.868893565685573188e+00
4.820000000000003726e-01,5.012999833361454620e-08,4.999999908238578428e+00,3.137282228625591696e+00,1.868893565685683322e+00
4.840000000000003744e-01,5.012999833367041067e-08,4.999999908247978908e+00,3.137282228658304195e+00,1.868893565686152503e+00
4.860000000000003761e-01,5.012999833372626852e-08,4.999999908257379388e+00,3.137282228705682297e+00,1.868893565686485347e+00
4.880000000000003779e-01,5.012999833378211314e-08,4.999999908266779869e+00,3.137282228676266715e+00,1.868893565686075009e+00
4.900000000000003797e-01,5.012999833383796438e-08,4.999999908276179461e+00,3.137282228666461226e+00,1.868893565686264857e+00
4.920000000000003815e-01,5.012999833389381561e-08,4.999999908285579053e+00,3.137282228719211030e+00,1.868893565686672975e+00
4.940000000000003832e-01,5.012999833394966023e-08,4.999999908294979534e+00,3.137282228709092902e+00,1.868893565686549296e+00
4.960000000000003850e-01,5.012999833400549823e-08,4.999999908304379126e+00,3.137282228705795983e+00,1.868893565686845504e+00
4.980000000000003868e-01,5.012999833406136270e-08,4.999999908313779606e+00,3.137282228719012078e+00,1.868893565686691627e+00
5.000000000000003331e-01,5.012999833411720732e-08,4.999999908323180087e+00,3.137282228764030734e+00,1.868893565687310909e+00
5.020000000000003348e-01,5.012999833417306517e-08,4.999999908332578791e+00,3.137282228782703797e+00,1.868893565687619551e+00
5.040000000000003366e-01,5.012999833422890317e-08,4.999999908341978383e+00,3.137282228791542504e+00,1.868893565687744340e+00
5.060000000000003384e-01,5.012999833428475440e-08,4.999999908351379752e+00,3.137282228781879567e+00,1.868893565687605784e+00
5.080000000000003402e-01,5.012999833434061226e-08,4.999999908360779344e+00,3.137282228803621731e+00,1.868893565687900882e+00
5.100000000000003419e-01,5.012999833439645687e-08,4.999999908370179824e+00,3.137282228815814200e+00,1.868893565688096503e+00
5.120000000000003437e-01,5.012999833445231473e-08,4.999999908379580305e+00,3.137282228804957107e+00,1.868893565687946179e+00
5.140000000000003455e-01,5.012999833450814611e-08,4.999999908388979009e+00,3.137282228815501561e+00,1.868893565688080738e+00
5.160000000000003473e-01,5.012999833456401058e-08,4.999999908398378601e+00,3.137282228817917407e+00,1.868893565688127145e+00
5.180000000000003491e-01,5.012999833461984196e-08,4.999999908407779969e+00,3.137282228833634168e+00,1.868893565688350300e+00
5.200000000000003508e-01,5.012999833467569981e-08,4.999999908417178673e+00,3.137282228838693232e+00,1.868893565688434677e+00
5.220000000000003526e-01,5.012999833473156428e-08,4.999999908426580042e+00,3.137282228870695189e+00,1.868893565688886094e+00
5.240000000000003544e-01,5.012999833478739567e-08,4.999999908435979634e+00,3.137282228851823618e+00,1.868893565688644731e+00
5.260000000000003562e-01,5.012999833484324690e-08,4.999999908445378338e+00,3.137282228844121779e+00,1.868893565688505731e+00
5.280000000000003579e-01,5.012999833489911137e-08,4.999999908454780595e+00,3.137282228878141677e+00,1.868893565688987346e+00
5.300000000000003597e-01,5.012999833495496261e-08,4.999999908464180187e+00,3.137282228902271264e+00,1.868893565689363712e+00
5.320000000000003615e-01,5.012999833501079399e-08,4.999999908473578891e+00,3.137282228900054371e+00,1.868893565689341285e+00
5.340000000000003633e-01,5.012999833506665184e-08,4.999999908482979372e+00,3.137282228908637727e+00,1.868893565689450087e+00
5.360000000000003650e-01,5.012999833512250307e-08,4.999999908492379852e+00,3.137282228927026129e+00,1.868893565689718539e+00
5.380000000000003668e-01,5.012999833517835431e-08,4.999999908501779444e+00,3.137282228915117432e+00,1.868893565689563552e+00
5.400000000000003686e-01,5.012999833523420554e-08,4.999999908511179925e+00,3.137282228926116634e+00,1.868893565689700997e+00
5.420000000000003704e-01,5.012999833529005016e-08,4.999999908520578629e+00,3.137282228926628225e+00,1.868893565689721425e+00
5.440000000000003721e-01,5.012999833534590140e-08,4.999999908529979109e+00,3.137282228956413288e+00,1.868893565690141312e+00
5.460000000000003739e-01,5.012999833540173940e-08,4.999999908539379589e+00,3.137282228962637642e+00,1.868893565690254555e+00
5.480000000000003757e-01,5.012999833545759725e-08,4.999999908548780070e+00,3.137282228972329001e+00,1.868893565690386671e+00
5.500000000000003775e-01,5.012999833551344187e-08,4.999999908558179662e+00,3.137282228986795651e+00,1.868893565690596059e+00
5.520000000000003793e-01,5.012999833556929310e-08,4.999999908567580142e+00,3.137282228986198795e+00,1.868893565690597169e+00
5.540000000000003810e-01,5.012999833562514434e-08,4.999999908576978846e+00,3.137282228973551135e+00,1.868893565690411318e+00
5.560000000000003828e-01,5.012999833568099557e-08,4.999999908586378439e+00,3.137282229010101009e+00,1.868893565690917802e+00
5.580000000000003846e-01,5.012999833573683357e-08,4.999999908595778919e+00,3.137282229003734546e+00,1.868893565690865843e+00
5.600000000000003864e-01,5.012999833579269804e-08,4.999999908605179400e+00,3.137282229007372525e+00,1.868893565690898706e+00
5.620000000000003881e-01,5.012999833584854928e-08,4.999999908614578992e+00,3.137282229046849391e+00,1.868893565691461589e+00
5.640000000000003899e-01,5.012999833590439389e-08,4.999999908623979472e+00,3.137282229023771407e+00,1.868893565691168268e+00
5.660000000000003917e-01,5.012999833596024513e-08,4.999999908633379953e+00,3.137282229032155811e+00,1.868893565691251757e+00
5.680000000000003935e-01,5.012999833601609636e-08,4.999999908642778657e+00,3.137282229055688099e+00,1.868893565691600811e+00
5.700000000000003952e-01,5.012999833607192775e-08,4.999999908652179137e+00,3.137282229060207150e+00,1.868893565691682523e+00
5.720000000000003970e-01,5.012999833612779883e-08,4.999999908661579617e+00,3.137282229060093464e+00,1.868893565691676306e+00
5.740000000000003988e-01,5.012999833618363022e-08,4.999999908670979210e+00,3.137282229085843088e+00,1.868893565692038239e+00
5.760000000000004006e-01,5.012999833623948145e-08,4.999999908680377914e+00,3.137282229091584274e+00,1.868893565692142600e+00
5.780000000000004023e-01,5.012999833629533269e-08,4.999999908689779282e+00,3.137282229091840069e+00,1.868893565692141934e+00
5.800000000000004041e-01,5.012999833635119054e-08,4.999999908699177986e+00,3.137282229107727360e+00,1.868893565692363756e+00
5.820000000000004059e-01,5.012999833640704177e-08,4.999999908708579355e+00,3.137282229102668296e+00,1.868893565692305803e+00
5.840000000000004077e-01,5.012999833646287977e-08,4.999999908717979835e+00,3.137282229120829324e+00,1.868893565692552716e+00
5.860000000000004095e-01,5.012999833651872439e-08,4.999999908727378539e+00,3.137282229137427603e+00,1.868893565692806291e+00
5.880000000000004112e-01,5.012999833657457563e-08,4.999999908736779908e+00,3.137282229130919031e+00,1.868893565692722136e+00
5.900000000000004130e-01,5.012999833663040701e-08,4.999999908746179500e+00,3.137282229164484182e+00,1.868893565693184655e+00
5.920000000000004148e-01,5.012999833668625824e-08,4.999999908755578204e+00,3.137282229167923209e+00,1.868893565693264591e+00
5.940000000000004166e-01,5.012999833674212271e-08,4.999999908764979573e+00,3.137282229144020995e+00,1.868893565692917536e+00
5.960000000000004183e-01,5.012999833679797395e-08,4.999999908774379165e+00,3.137282229186226346e+00,1.868893565693490855e+00
5.980000000000004201e-01,5.012999833685381195e-08,4.999999908783777869e+00,3.137282229184407356e+00,1.868893565693512393e+00
6.000000000000004219e-01,5.012999833690967642e-08,4.999999908793179237e+00,3.137282229175057058e+00,1.868893565693363401e+00
6.020000000000004237e-01,5.012999833696551442e-08,4.999999908802578830e+00,3.137282229204842121e+00,1.868893565693775516e+00
6.040000000000004254e-01,5.012999833702137889e-08,4.999999908811980198e+00,3.137282229221951546e+00,1.868893565694048631e+00
6.060000000000004272e-01,5.012999833707721689e-08,4.999999908821378902e+00,3.137282229231217023e+00,1.868893565694184522e+00
6.080000000000004290e-01,5.012999833713307474e-08,4.999999908830779383e+00,3.137282229230904385e+00,1.868893565694180303e+00
6.100000000000004308e-01,5.012999833718893259e-08,4.999999908840178975e+00,3.137282229229369612e+00,1.868893565694153214e+00
6.120000000000004325e-01,5.012999833724477721e-08,4.999999908849579455e+00,3.137282229259581445e+00,1.868893565694580650e+00
6.140000000000004343e-01,5.012999833730061521e-08,4.999999908858979936e+00,3.137282229229710673e+00,1.868893565694183856e+00
6.160000000000004361e-01,5.012999833735646645e-08,4.999999908868379528e+00,3.137282229264611644e+00,1.868893565694641712e+00
6.180000000000004379e-01,5.012999833741232430e-08,4.999999908877779120e+00,3.137282229250259125e+00,1.868893565694479397e+00
6.200000000000004396e-01,5.012999833746817553e-08,4.999999908887179600e+00,3.137282229284932722e+00,1.868893565694947023e+00
6.220000000000004414e-01,5.012999833752402677e-08,4.999999908896580081e+00,3.137282229286296964e+00,1.868893565694999870e+00
6.240000000000004432e-01,5.012999833757987800e-08,4.999999908905979673e+00,3.137282229303719472e+00,1.868893565695236791e+00
6.260000000000004450e-01,5.012999833763572262e-08,4.999999908915381042e+00,3.137282229313552939e+00,1.868893565695388892e+00
6.280000000000004468e-01,5.012999833769157386e-08,4.999999908924779746e+00,3.137282229329354966e+00,1.868893565695614933e+00
6.300000000000004485e-01,5.012999833774741186e-08,4.999999908934179338e+00,3.137282229326825433e+00,1.868893565695588510e+00
6.320000000000004503e-01,5.012999833780327633e-08,4.999999908943580706e+00,3.137282229356156193e+00,1.868893565695994852e+00
6.340000000000004521e-01,5.012999833785912756e-08,4.999999908952978522e+00,3.137282229343651085e+00,1.868893565695845416e+00
6.360000000000004539e-01,5.012999833791495894e-08,4.999999908962379003e+00,3.137282229349136031e+00,1.868893565695901371e+00
6.380000000000004556e-01,5.012999833797080356e-08,4.999999908971778595e+00,3.137282229351011864e+00,1.868893565695935344e+00
6.400000000000004574e-01,5.012999833802664818e-08,4.999999908981178187e+00,3.137282229372583497e+00,1.868893565696242209e+00
6.420000000000004592e-01,5.012999833808250603e-08,4.999999908990579556e+00,3.137282229385316423e+00,1.868893565696440939e+00
6.440000000000004610e-01,5.012999833813836388e-08,4.999999908999979148e+00,3.137282229400038425e+00,1.868893565696652548e+00
6.460000000000004627e-01,5.012999833819420188e-08,4.999999909009378740e+00,3.137282229392591937e+00,1.868893565696553294e+00
6.480000000000004645e-01,5.012999833825006635e-08,4.999999909018779221e+00,3.137282229412287737e+00,1.868893565696820636e+00
6.500000000000004663e-01,5.012999833830590435e-08,4.999999909028178813e+00,3.137282229431130887e+00,1.868893565697107073e+00
6.520000000000004681e-01,5.012999833836174235e-08,4.999999909037577517e+00,3.137282229437383663e+00,1.868893565697206327e+00
6.540000000000004698e-01,5.012999833841759359e-08,4.999999909046978885e+00,3.137282229431187730e+00,1.868893565697115955e+00
6.560000000000004716e-01,5.012999833847345806e-08,4.999999909056378478e+00,3.137282229430761404e+00,1.868893565697100634e+00
6.580000000000004734e-01,5.012999833852930268e-08,4.999999909065777182e+00,3.137282229477713180e+00,1.868893565697768544e+00
6.600000000000004752e-01,5.012999833858516053e-08,4.999999909075179438e+00,3.137282229500819586e+00,1.868893565697773207e+00
6.620000000000004770e-01,5.012999833864100515e-08,4.999999909084579031e+00,3.137282229448638660e+00,1.868893565697378190e+00
6.640000000000004787e-01,5.012999833869684976e-08,4.999999909093977735e+00,3.137282229476633155e+00,1.868893565697750114e+00
6.660000000000004805e-01,5.012999833875270762e-08,4.999999909103379103e+00,3.137282229481521689e+00,1.868893565697854475e+00
6.680000000000004823e-01,5.012999833880853900e-08,4.999999909112778695e+00,3.137282229484733342e+00,1.868893565697895998e+00
6.700000000000004841e-01,5.012999833886441670e-08,4.999999909122179176e+00,3.137282229498204789e+00,1.868893565698086512e+00
6.720000000000004858e-01,5.012999833892024147e-08,4.999999909131578768e+00,3.137282229558400637e+00,1.868893565698586334e+00
6.740000000000004876e-01,5.012999833897609932e-08,4.999999909140978360e+00,3.137282229553967294e+00,1.868893565698548365e+00
6.760000000000004894e-01,5.012999833903193732e-08,4.999999909150378841e+00,3.137282229566614511e+00,1.868893565698709791e+00
6.780000000000004912e-01,5.012999833908780179e-08,4.999999909159779321e+00,3.137282229593273630e+00,1.868893565699099479e+00
6.800000000000004929e-01,5.012999833914366626e-08,4.999999909169178913e+00,3.137282229595007355e+00,1.868893565699143000e+00
6.820000000000004947e-01,5.012999833919950426e-08,4.999999909178579394e+00,3.137282229622746055e+00,1.868893565699527803e+00
6.840000000000004965e-01,5.012999833925534888e-08,4.999999909187978986e+00,3.137282229610240947e+00,1.868893565699372150e+00
6.860000000000004983e-01,5.012999833931118026e-08,4.999999909197378578e+00,3.137282229607228246e+00,1.868893565699308201e+00
6.880000000000005000e-01,5.012999833936703150e-08,4.999999909206779058e+00,3.137282229612997853e+00,1.868893565699390580e+00
6.900000000000005018e-01,5.012999833942288273e-08,4.999999909216178651e+00,3.137282229623598706e+00,1.868893565699548676e+00
6.920000000000005036e-01,5.012999833947874720e-08,4.999999909225579131e+00,3.137282229637610609e+00,1.868893565699755177e+00
6.940000000000005054e-01,5.012999833953458520e-08,4.999999909234978723e+00,3.137282229633318931e+00,1.868893565699702108e+00
6.960000000000005071e-01,5.012999833959043644e-08,4.999999909244378316e+00,3.137282229638605369e+00,1.868893565699766945e+00
6.980000000000005089e-01,5.012999833964628767e-08,4.999999909253779684e+00,3.137282229659807520e+00,1.868893565700073589e+00
7.000000000000005107e-01,5.012999833970213229e-08,4.999999909263178388e+00,3.137282229680242285e+00,1.868893565700380899e+00
7.020000000000005125e-01,5.012999833975797691e-08,4.999999909272577980e+00,3.137282229682288204e+00,1.868893565700419757e+00
7.040000000000005143e-01,5.012999833981384138e-08,4.999999909281979349e+00,3.137282229691127355e+00,1.868893565700537218e+00
7.060000000000005160e-01,5.012999833986967938e-08,4.999999909291378053e+00,3.137282229705224079e+00,1.868893565700744386e+00
7.080000000000005178e-01,5.012999833992552399e-08,4.999999909300778533e+00,3.137282229728131533e+00,1.868893565701077675e+00
7.100000000000005196e-01,5.012999833998137523e-08,4.999999909310178126e+00,3.137282229716166437e+00,1.868893565700923798e+00
7.120000000000005214e-01,5.012999834003722646e-08,4.999999909319578606e+00,3.137282229710766313e+00,1.868893565700825654e+00
7.140000000000005231e-01,5.012999834009307770e-08,4.999999909328978198e+00,3.137282229715370629e+00,1.868893565700890047e+00
7.160000000000005249e-01,5.012999834014892893e-08,4.999999909338380455e+00,3.137282229749219997e+00,1.868893565701377657e+00
7.180000000000005267e-01,5.012999834020478679e-08,4.999999909347779159e+00,3.137282229758343366e+00,1.868893565701535531e+00
