v(v_in),v(out),v(c1),v(c2),v(tail)
2.267999999999971816e+00,5.012856096941806811e-08,4.999757205366716306e+00,3.137521530529700176e+00,1.868896962128041572e+00
2.269999999999971596e+00,5.012844586211801858e-08,4.999737701010099400e+00,3.137540760225909331e+00,1.868897235075863916e+00
2.271999999999971376e+00,5.012832157424314476e-08,4.999716629571408610e+00,3.137561534981903044e+00,1.868897529958069681e+00
2.273999999999971156e+00,5.012818737923988499e-08,4.999693865087859734e+00,3.137583978954396446e+00,1.868897848536524409e+00
2.275999999999970935e+00,5.012804249513215385e-08,4.999669271651382196e+00,3.137608226089811048e+00,1.868898192714294915e+00
2.277999999999970715e+00,5.012788607883951128e-08,4.999642702346085876e+00,3.137634421304431598e+00,1.868898564549235530e+00
2.279999999999970495e+00,5.012771722221266459e-08,4.999613998458476871e+00,3.137662720980897380e+00,1.868898966262297678e+00
2.281999999999970274e+00,5.012753494777998001e-08,4.999582988620457691e+00,3.137693294146139511e+00,1.868899400254004917e+00
2.283999999999970054e+00,5.012733820297445686e-08,4.999549487671351322e+00,3.137726323360311209e+00,1.868899869117523371e+00
2.285999999999969834e+00,5.012712585486897439e-08,4.999513295571063054e+00,3.137762005827538392e+00,1.868900375654404256e+00
2.287999999999969614e+00,5.012689668476363218e-08,4.999474196266355364e+00,3.137800554499286854e+00,1.868900922889781935e+00
2.289999999999969393e+00,5.012664938205217276e-08,4.999431956387523357e+00,3.137842199583974701e+00,1.868901514093964211e+00
2.291999999999969173e+00,5.012638253751188589e-08,4.999386323804469789e+00,3.137887189517413855e+00,1.868902152797151883e+00
2.293999999999968953e+00,5.012609463727131782e-08,4.999337026245211923e+00,3.137935792843375093e+00,1.868902842815004073e+00
2.295999999999968733e+00,5.012578405500482963e-08,4.999283769550068257e+00,3.137988299523063240e+00,1.868903588268108207e+00
2.297999999999968512e+00,5.012544904533626858e-08,4.999226236055930528e+00,3.138045022787833371e+00,1.868904393608443071e+00
2.299999999999968292e+00,5.012508773545763000e-08,4.999164082595242142e+00,3.138106300851104535e+00,1.868905263643776848e+00
2.301999999999968072e+00,5.012469811756341202e-08,4.999096938524194123e+00,3.138172499242673386e+00,1.868906203569837832e+00
2.303999999999967851e+00,5.012427804100728231e-08,4.999024403593391064e+00,3.138244012583099263e+00,1.868907218997671649e+00
2.305999999999967631e+00,5.012382520269130482e-08,4.998946045364933255e+00,3.138321267076404908e+00,1.868908315988128788e+00
2.307999999999967411e+00,5.012333714073748528e-08,4.998861397034042753e+00,3.138404723070194358e+00,1.868909501087583580e+00
2.309999999999967191e+00,5.012281122314865368e-08,4.998769954184284714e+00,3.138494877778877257e+00,1.868910781369506502e+00
2.311999999999966970e+00,5.012224464235375069e-08,4.998671172335076740e+00,3.138592268190237622e+00,1.868912164472826154e+00
2.313999999999966750e+00,5.012163440480930055e-08,4.998564463351478970e+00,3.138697473897028800e+00,1.868913658646198295e+00
2.315999999999966530e+00,5.012097732374425620e-08,4.998449192073518788e+00,3.138811121147551564e+00,1.868915272802448513e+00
2.317999999999966310e+00,5.012027001283320578e-08,4.998324672727172846e+00,3.138933886159493536e+00,1.868917016568215184e+00
2.319999999999966089e+00,5.011950887952833078e-08,4.998190164810693226e+00,3.139066498864812260e+00,1.868918900338083056e+00
2.321999999999965869e+00,5.011869011998350815e-08,4.998044868721103207e+00,3.139209747594923439e+00,1.868920935340783407e+00
2.323999999999965649e+00,5.011780971640649192e-08,4.997887921148004509e+00,3.139364483461557942e+00,1.868923133702930617e+00
2.325999999999965429e+00,5.011686343624965924e-08,4.997718390032620306e+00,3.139531625433825024e+00,1.868925508521514622e+00
2.327999999999965208e+00,5.011584683417508053e-08,4.997535269078900555e+00,3.139712165408762523e+00,1.868928073938939782e+00
2.329999999999964988e+00,5.011475525907934748e-08,4.997337472071098574e+00,3.139907174435077053e+00,1.868930845230516002e+00
2.331999999999964768e+00,5.011358386388234240e-08,4.997123826349358922e+00,3.140117808422743906e+00,1.868933838888873433e+00
2.333999999999964547e+00,5.011232762412162316e-08,4.996893066283714546e+00,3.140345315135452342e+00,1.868937072725568527e+00
2.335999999999964327e+00,5.011098136193899328e-08,4.996643825799192307e+00,3.140591041341525891e+00,1.868940565973149948e+00
2.337999999999964107e+00,5.010953978147294654e-08,4.996374630664767835e+00,3.140856440421086138e+00,1.868944339397599519e+00
2.339999999999963887e+00,5.010799751490068461e-08,4.996083889927716903e+00,3.141143080678999056e+00,1.868948415419688702e+00
2.341999999999963666e+00,5.010634918448934868e-08,4.995769886908661306e+00,3.141452654398191324e+00,1.868952818245776859e+00
2.343999999999963446e+00,5.010458948363329604e-08,4.995430769595858855e+00,3.141786987526044239e+00,1.868957574011075984e+00
2.345999999999963226e+00,5.010271327846059898e-08,4.995064539847088980e+00,3.142148049684052147e+00,1.868962710927243309e+00
2.347999999999963006e+00,5.010071574102092234e-08,4.994669042398799164e+00,3.142537965446197568e+00,1.868968259447231661e+00
2.349999999999962785e+00,5.009859251628052410e-08,4.994241952758333269e+00,3.142959026379581466e+00,1.868974252443611705e+00
2.351999999999962565e+00,5.009633993298885110e-08,4.993780764219097001e+00,3.143413703548882943e+00,1.868980725395258391e+00
2.353999999999962345e+00,5.009395526855392077e-08,4.993282773859534451e+00,3.143904661188789085e+00,1.868987716590214676e+00
2.355999999999962125e+00,5.009143708315905309e-08,4.992745067858774810e+00,3.144434771699507802e+00,1.868995267349609968e+00
2.357999999999961904e+00,5.008878563697354785e-08,4.992164505551877518e+00,3.145007130889547309e+00,1.869003422257663916e+00
2.359999999999961684e+00,5.008600341216914407e-08,4.991537702272552224e+00,3.145625075094912848e+00,1.869012229419017013e+00
2.361999999999961464e+00,5.008309576727343283e-08,4.990861011196230379e+00,3.146292198865359602e+00,1.869021740728023628e+00
2.363999999999961243e+00,5.008007175675238584e-08,4.990130503974818943e+00,3.147012374393346246e+00,1.869032012164365986e+00
2.365999999999961023e+00,5.007694515720974980e-08,4.989341949795820241e+00,3.147789771726470676e+00,1.869043104104269881e+00
2.367999999999960803e+00,5.007373575835872285e-08,4.988490793611040530e+00,3.148628880411332709e+00,1.869055081655958794e+00
2.369999999999960583e+00,5.007047098401471376e-08,4.987572132222437560e+00,3.149534533181192586e+00,1.869068015026190466e+00
2.371999999999960362e+00,5.006718793979989404e-08,4.986580689539809264e+00,3.150511929918837772e+00,1.869081979899840595e+00
2.373999999999960142e+00,5.006393600222559589e-08,4.985510790016668636e+00,3.151566664217601232e+00,1.869097057859505195e+00
2.375999999999959922e+00,5.006078010539196536e-08,4.984356330490415488e+00,3.152704751032052499e+00,1.869113336827198379e+00
2.377999999999959702e+00,5.005780492942036890e-08,4.983110750320515869e+00,3.153932655579249733e+00,1.869130911535777040e+00
2.379999999999959481e+00,5.005512026214538044e-08,4.981767000249267774e+00,3.155257324668133467e+00,1.869149884038466158e+00
2.381999999999959261e+00,5.005286789269325641e-08,4.980317509171848123e+00,3.156686218898152152e+00,1.869170364246604654e+00
2.383999999999959041e+00,5.005123052346482931e-08,4.978754149445903110e+00,3.158227347063176982e+00,1.869192470507321513e+00
2.385999999999958820e+00,5.005044335565374943e-08,4.977068200540295528e+00,3.159889301627410330e+00,1.869216330214454880e+00
2.387999999999958600e+00,5.005080924287303059e-08,4.975250310984113966e+00,3.161681296453235923e+00,1.869242080463922262e+00
2.389999999999958380e+00,5.005271864305130772e-08,4.973290458795572633e+00,3.163613205289774299e+00,1.869269868742541307e+00
2.391999999999958160e+00,5.005667607392003470e-08,4.971177910455391924e+00,3.165695602371053408e+00,1.869299853665783218e+00
2.393999999999957939e+00,5.006333545714663361e-08,4.968901178750190439e+00,3.167939803672012555e+00,1.869332205752575637e+00
2.395999999999957719e+00,5.007354772069692449e-08,4.966447979011118008e+00,3.170357909819724540e+00,1.869367108249723630e+00
2.397999999999957499e+00,5.008842545836347333e-08,4.963805185082850180e+00,3.172962849490900794e+00,1.869404757998084365e+00
2.399999999999957279e+00,5.010943156347335273e-08,4.960958784100236940e+00,3.175768423194718082e+00,1.869445366341641490e+00
2.401999999999957058e+00,5.013850189418754234e-08,4.957893831481025693e+00,3.178789347961168410e+00,1.869489160090623159e+00
2.403999999999956838e+00,5.017821677470272313e-08,4.954594405909251265e+00,3.182041301039175707e+00,1.869536382521563844e+00
2.405999999999956618e+00,5.023204336101260209e-08,4.951043565091405974e+00,3.185540963031617601e+00,1.869587294424070123e+00
2.407999999999956398e+00,5.030468205073064685e-08,4.947223302930388478e+00,3.189306059677165184e+00,1.869642175190620259e+00
2.409999999999956177e+00,5.040256753920121836e-08,4.943114508960168685e+00,3.193355401596799314e+00,1.869701323947834837e+00
2.411999999999955957e+00,5.053460272714808057e-08,4.938696930499952842e+00,3.197708920474203076e+00,1.869765060720586236e+00
2.413999999999955737e+00,5.071324796840322777e-08,4.933949139290261243e+00,3.202387701631379091e+00,1.869833727630573206e+00
2.415999999999955516e+00,5.095616032457064533e-08,4.928848502898294015e+00,3.207414011298073575e+00,1.869907690123447708e+00
2.417999999999955296e+00,5.128869680744076706e-08,4.923371162998128270e+00,3.212811316971037279e+00,1.869987338208600081e+00
2.419999999999955076e+00,5.174779602770472953e-08,4.917492021414890502e+00,3.218604300314831246e+00,1.870073087718154170e+00
2.421999999999954856e+00,5.238809485951370892e-08,4.911184736145606244e+00,3.224818859927998993e+00,1.870165381560852769e+00
2.423999999999954635e+00,5.329173117624730889e-08,4.904421728643279188e+00,3.231482102511220145e+00,1.870264690964158927e+00
2.425999999999954415e+00,5.458433451082484618e-08,4.897174205009736880e+00,3.238622320987409875e+00,1.870371516693451364e+00
2.427999999999954195e+00,5.646159949515740941e-08,4.889412192726032558e+00,3.246268956270712991e+00,1.870486390226440587e+00
2.429999999999953975e+00,5.923431283725700889e-08,4.881104595511928324e+00,3.254452541340763005e+00,1.870609874864964883e+00
2.431999999999953754e+00,6.340621743452578285e-08,4.872219269351629301e+00,3.263204624432883616e+00,1.870742566764335146e+00
2.433999999999953534e+00,6.981155993346267223e-08,4.862723121008391658e+00,3.272557669386348955e+00,1.870885095858981773e+00
2.435999999999953314e+00,7.986353810342944416e-08,4.852582233323851746e+00,3.282544929979886561e+00,1.871038126648648880e+00
2.437999999999953094e+00,9.601361797035316459e-08,4.841762018462834938e+00,3.293200295659802546e+00,1.871202358824865852e+00
2.439999999999952873e+00,1.226215356729536262e-07,4.830227402951820181e+00,3.304558106393851169e+00,1.871378527701397898e+00
2.441999999999952653e+00,1.676453380313095656e-07,4.817943046045979116e+00,3.316652934268473185e+00,1.871567404419135938e+00
2.443999999999952433e+00,2.460117966310742417e-07,4.804873594202081932e+00,3.329519328813769885e+00,1.871769795879133280e+00
2.445999999999952212e+00,3.865238452379236877e-07,4.790983973058235534e+00,3.343191525797383434e+00,1.871986544381800233e+00
2.447999999999951992e+00,6.464228718446449755e-07,4.776239718471639861e+00,3.357703116715982539e+00,1.872218526918347781e+00
2.449999999999951772e+00,1.142999995892933861e-06,4.760607347060286543e+00,3.373086679739740301e+00,1.872466654088859039e+00
2.451999999999951552e+00,2.124318557057764272e-06,4.744054765883511493e+00,3.389373371589109674e+00,1.872731868597289351e+00
2.453999999999951331e+00,4.132427890132352897e-06,4.726551720138362001e+00,3.406592482270581534e+00,1.873015143297548590e+00
2.455999999999951111e+00,8.392220752139919451e-06,4.708070276777670315e+00,3.424770954710651072e+00,1.873317478748389719e+00
2.457999999999950891e+00,1.776856339846664655e-05,4.688585340484896946e+00,3.443932874069459249e+00,1.873639900255277269e+00
2.459999999999950671e+00,3.920165860992744553e-05,4.668075199009410703e+00,3.464098931528155845e+00,1.873983454374848812e+00
2.461999999999950450e+00,9.011581621418329128e-05,4.646522095819846321e+00,3.485285869710025963e+00,1.874349204860017659e+00
2.463999999999950230e+00,2.158669368723949264e-04,4.623912837912974361e+00,3.507505919074977996e+00,1.874738228047059918e+00
2.465999999999950010e+00,5.388848803419649071e-04,4.600239473804768942e+00,3.530766235412122533e+00,1.875151607689910627e+00
2.467999999999949789e+00,1.401817599741686515e-03,4.575500169709239451e+00,3.555068351045675534e+00,1.875590429260154623e+00
2.469999999999949569e+00,3.798171425211360839e-03,4.549700704178216704e+00,3.580407655438802461e+00,1.876055773785244130e+00
2.471999999999949349e+00,1.070550270308159857e-02,4.522857945768147481e+00,3.606772924154816984e+00,1.876548711359610211e+00
2.473999999999949129e+00,3.128879815774578133e-02,4.495009718965102152e+00,3.634145929794015739e+00,1.877070294747103185e+00
2.475999999999948908e+00,9.398277264444328261e-02,4.466244601813651904e+00,3.662501205771564017e+00,1.877621554312964403e+00
2.477999999999948688e+00,2.828968510894371846e-01,4.436784821542020474e+00,3.691806118873779852e+00,1.878203497455176896e+00
2.479999999999948468e+00,8.028310482079892285e-01,4.407139443485108998e+00,3.722021366161571976e+00,1.878817134571041825e+00
2.481999999999948248e+00,1.956992752976596694e+00,4.378084885841116325e+00,3.753101005707011772e+00,1.879463400954302310e+00
2.483999999999948027e+00,3.877288248254563641e+00,4.350100507592805421e+00,3.784990290376536226e+00,1.880143215285863478e+00
2.485999999999947807e+00,4.885810733381383386e+00,4.325290578915397255e+00,3.817633750320089892e+00,1.880857572316931625e+00
2.487999999999947587e+00,4.908241007993625615e+00,4.301881547997776778e+00,3.850952630951060662e+00,1.881607053502916127e+00
2.489999999999947367e+00,4.921209996517513119e+00,4.278064802097904185e+00,3.884860491167099195e+00,1.882392100677951374e+00
2.491999999999947146e+00,4.927914661261136864e+00,4.253892416643350494e+00,3.919272331579538360e+00,1.883213305017523043e+00
2.493999999999946926e+00,4.933055670727526376e+00,4.229418138387396553e+00,3.954097780233148285e+00,1.884071095160396725e+00
2.495999999999946706e+00,4.937736610744164700e+00,4.204704886473607850e+00,3.989241993804122810e+00,1.884965826532856381e+00
2.497999999999946485e+00,4.941612504930666283e+00,4.179820308604403678e+00,4.024606638231205125e+00,1.885897754507265933e+00
2.499999999999946265e+00,4.944855662549368702e+00,4.154832958549418365e+00,4.060090945785558958e+00,1.886867031135504247e+00
2.501999999999946045e+00,4.947632202803328383e+00,4.129812351127874592e+00,4.095592845566124574e+00,1.887873703625544186e+00
2.503999999999945825e+00,4.950044005217172582e+00,4.104828253231656454e+00,4.131010120503357363e+00,1.888917713854418201e+00
2.505999999999945604e+00,4.952161161196445782e+00,4.079949837190048001e+00,4.166241566508499083e+00,1.889998899004423416e+00
2.507999999999945384e+00,4.954035464721072479e+00,4.055244882622625724e+00,4.201188126976972192e+00,1.891116993347986552e+00
2.509999999999945164e+00,4.955706195601108810e+00,4.030779025700256923e+00,4.235753976074577487e+00,1.892271631122576903e+00
2.511999999999944944e+00,4.957203857315898965e+00,4.006615063344463934e+00,4.269847526166866025e+00,1.893462350439880426e+00
2.513999999999944723e+00,4.958552650613006207e+00,3.982812325671351683e+00,4.303382338721871037e+00,1.894688598141710534e+00
2.515999999999944503e+00,4.959772131268578299e+00,3.959426128086391827e+00,4.336277919588677143e+00,1.895949735497387323e+00
2.517999999999944283e+00,4.960878353756658754e+00,3.936507311687799326e+00,4.368460386961556807e+00,1.897245044634841893e+00
2.519999999999944063e+00,4.961884680799967029e+00,3.914101877416403585e+00,4.399863000941838465e+00,1.898573735558165998e+00
2.521999999999943842e+00,4.962802369239261324e+00,3.892250717373079816e+00,4.430426552147524788e+00,1.899934953631510881e+00
2.523999999999943622e+00,4.963641002467202412e+00,3.870989442826194615e+00,4.460099608337011468e+00,1.901327787388610080e+00
2.525999999999943402e+00,4.964408815275482389e+00,3.850348306052896241e+00,4.488838623677720463e+00,1.902751276524836221e+00
2.527999999999943181e+00,4.965112941790841283e+00,3.830352210660419754e+00,4.516607918116621434e+00,1.904204419944505400e+00
2.529999999999942961e+00,4.965759607446829982e+00,3.811020803130938717e+00,4.543379538107688020e+00,1.905686183739840667e+00
2.531999999999942741e+00,4.966354279591082665e+00,3.792368636680823357e+00,4.569133011470706940e+00,1.907195508991878174e+00
2.533999999999942521e+00,4.966901787085134856e+00,3.774405397191271216e+00,4.593855010990349541e+00,1.908731319284100003e+00
2.535999999999942300e+00,4.967406416339948727e+00,3.757136180830975114e+00,4.617538942981803451e+00,1.910292527856159550e+00
2.537999999999942080e+00,4.967871989235733921e+00,3.740561812373467188e+00,4.640184475860372082e+00,1.911878044316309699e+00
2.539999999999941860e+00,4.968301926951645520e+00,3.724679193865407800e+00,4.661797025317776288e+00,1.913486780869200210e+00
2.541999999999941640e+00,4.968699302747520363e+00,3.709481672694465715e+00,4.682387210030224622e+00,1.915117658000385470e+00
2.543999999999941419e+00,4.969066885942480916e+00,3.694959421229161656e+00,4.701970292240836180e+00,1.916769609619555670e+00
2.545999999999941199e+00,4.969407178891441568e+00,3.681099818042700811e+00,4.720565615448451879e+00,1.918441587621646516e+00
2.547999999999940979e+00,4.969722448278913518e+00,3.667887824454605372e+00,4.738196049319881809e+00,1.920132565882841646e+00
2.549999999999940758e+00,4.970014751798785824e+00,3.655306350033685980e+00,4.754887451693574185e+00,1.921841543696082510e+00
2.551999999999940538e+00,4.970285961053335200e+00,3.643336601646076645e+00,4.770668154193141497e+00,1.923567548660468862e+00
2.553999999999940318e+00,4.970537781314033232e+00,3.631958413010047071e+00,4.785568478099646583e+00,1.925309639059377798e+00
2.555999999999940098e+00,4.970771768693887260e+00,3.621150550754853370e+00,4.799620283298967394e+00,1.927066905743364700e+00
2.557999999999939877e+00,4.970989345125377490e+00,3.610890996307613676e+00,4.812856554659602715e+00,1.928838473570221312e+00
2.559999999999939657e+00,4.971191811513758552e+00,3.601157201377874539e+00,4.825311026016978033e+00,1.930623502421860538e+00
2.561999999999939437e+00,4.971380359320582976e+00,3.591926317639985822e+00,4.837017843408563778e+00,1.932421187852969569e+00
2.563999999999939217e+00,4.971556080822954193e+00,3.583175400193919113e+00,4.848011266255476848e+00,1.934230761397631504e+00
2.565999999999938996e+00,4.971719978229919512e+00,3.574881585713369336e+00,4.858325405893626048e+00,1.936051490579568268e+00
2.567999999999938776e+00,4.971872971811647446e+00,3.567022246691152976e+00,4.867993999977870523e+00,1.937882678665481917e+00
2.569999999999938556e+00,4.972015907174643701e+00,3.559575122697463456e+00,4.877050220169716788e+00,1.939723664191469021e+00
2.571999999999938336e+00,4.972149561795596640e+00,3.552518430394835391e+00,4.885526511065001465e+00,1.941573820298146291e+00
2.573999999999938115e+00,4.972274650895327497e+00,3.545830954358790255e+00,4.893454458128204898e+00,1.943432553914614891e+00
2.575999999999937895e+00,4.972391832749384122e+00,3.539492119671772574e+00,4.900864681301270842e+00,1.945299304802751816e+00
2.577999999999937675e+00,4.972501713480057539e+00,3.533482049236471578e+00,4.907786752600942215e+00,1.947173544509522625e+00
2.579999999999937454e+00,4.972604851411581706e+00,3.527781605999118497e+00,4.914249134141729591e+00,1.949054775229505987e+00
2.581999999999937234e+00,4.972701761016725897e+00,3.522372423380953688e+00,4.920279135020219741e+00,1.950942528617877203e+00
2.583999999999937014e+00,4.972792916509533256e+00,3.517236924340835014e+00,4.925902884197270737e+00,1.952836364558622417e+00
2.585999999999936794e+00,4.972878755120564875e+00,3.512358331003654577e+00,4.931145317212274115e+00,1.954735869913309276e+00
2.587999999999936573e+00,4.972959680083096856e+00,3.507720666194464432e+00,4.936030175017594779e+00,1.956640657255283244e+00
2.589999999999936353e+00,4.973036063361454318e+00,3.503308748138914908e+00,4.940580012720392489e+00,1.958550363613855483e+00
2.591999999999936133e+00,4.973108248146152377e+00,3.499108179384382122e+00,4.944816216712401236e+00,1.960464649222315003e+00
2.593999999999935913e+00,4.973176551140927160e+00,3.495105330985130099e+00,4.948759028847971919e+00,1.962383196294652299e+00
2.595999999999935692e+00,4.973241264653716520e+00,3.491287323036345924e+00,4.952427576076159355e+00,1.964305707827284087e+00
2.597999999999935472e+00,4.973302658517912533e+00,3.487642002051154044e+00,4.955839904413428698e+00,1.966231906432354792e+00
2.599999999999935252e+00,4.973360981854993312e+00,3.484157916060050653e+00,4.959013016280580111e+00,1.968161533210580849e+00
2.601999999999935032e+00,4.973416464695382011e+00,3.480824288008111722e+00,4.961962910344962729e+00,1.970094346664045482e+00
2.603999999999934811e+00,4.973469319461319316e+00,3.477630988168969317e+00,4.964704623138174178e+00,1.972030121652895485e+00
2.605999999999934591e+00,4.973519742339049365e+00,3.474568505570468702e+00,4.967252271323185475e+00,1.973968648396324577e+00
2.607999999999934371e+00,4.973567914535990120e+00,3.471627919193965628e+00,4.969619094909100809e+00,1.975909731517940138e+00
2.609999999999934150e+00,4.973614003439732478e+00,3.468800869154707645e+00,4.971817500102059917e+00,1.977853189136574930e+00
2.611999999999933930e+00,4.973658163681987432e+00,3.466079528229053075e+00,4.973859102053015846e+00,1.979798852008542331e+00
2.613999999999933710e+00,4.973700538124406378e+00,3.463456573545117489e+00,4.975754766520263495e+00,1.981746562704559400e+00
2.615999999999933490e+00,4.973741258760818518e+00,3.460925159253000150e+00,4.977514651144421265e+00,1.983696174841302895e+00
2.617999999999933269e+00,4.973780447555291140e+00,3.458478889517930366e+00,4.979148245043443666e+00,1.985647552347487466e+00
2.619999999999933049e+00,4.973818217206654957e+00,3.456111792903300728e+00,4.980664407430491103e+00,1.987600568778671750e+00
2.621999999999932829e+00,4.973854671860479471e+00,3.453818297319533492e+00,4.982071404594305086e+00,1.989555106669099960e+00
2.623999999999932609e+00,4.973889907763679119e+00,3.451593205970961531e+00,4.983376945669121483e+00,1.991511056921046574e+00
2.625999999999932388e+00,4.973924013866573013e+00,3.449431674585609731e+00,4.984588216607050981e+00,1.993468318234296488e+00
2.627999999999932168e+00,4.973957072380338573e+00,3.447329189513624215e+00,4.985711912655705014e+00,1.995426796570003658e+00
2.629999999999931948e+00,4.973989159291408946e+00,3.445281546861951760e+00,4.986754269251613358e+00,1.997386404647723657e+00
2.631999999999931728e+00,4.974020344833507856e+00,3.443284832895698422e+00,4.987721091463671819e+00,1.999347061476755005e+00
2.633999999999931507e+00,4.974050693929854994e+00,3.441335405092567967e+00,4.988617781670484419e+00,2.001308691913198601e+00
2.635999999999931287e+00,4.974080266592641131e+00,3.439429874693785916e+00,4.989449365966194705e+00,2.003271226252355763e+00
2.637999999999931067e+00,4.974109118300639842e+00,3.437565089790597828e+00,4.990220518743290867e+00,2.005234599841893228e+00
2.639999999999930846e+00,4.974137300338512979e+00,3.435738119851436068e+00,4.990935586295172754e+00,2.007198752728051705e+00
2.641999999999930626e+00,4.974164860122027854e+00,3.433946240535064032e+00,4.991598608688304850e+00,2.009163629316042865e+00
2.643999999999930406e+00,4.974191841485523291e+00,3.432186920178728062e+00,4.992213340423218959e+00,2.011129178064259726e+00
2.645999999999930186e+00,4.974218284959245118e+00,3.430457806314436198e+00,4.992783269846228222e+00,2.013095351188902260e+00
2.647999999999929965e+00,4.974244228012604907e+00,3.428756713888431396e+00,4.993311637501135714e+00,2.015062104401060594e+00
2.649999999999929745e+00,4.974269705295381705e+00,3.427081613248754710e+00,4.993801452842045130e+00,2.017029396647850970e+00
2.651999999999929525e+00,4.974294748844283909e+00,3.425430619766239193e+00,4.994255510538964771e+00,2.018997189883369181e+00
2.653999999999929305e+00,4.974319388283902299e+00,3.423801983690063722e+00,4.994676405174240053e+00,2.020965448850756463e+00
2.655999999999929084e+00,4.974343651008455325e+00,3.422194080661737914e+00,4.995066545344667652e+00,2.022934140879291576e+00
2.657999999999928864e+00,4.974367562352464134e+00,3.420605402965826158e+00,4.995428166595912600e+00,2.024903235695562298e+00
2.659999999999928644e+00,4.974391145743860321e+00,3.419034551449479320e+00,4.995763343574230575e+00,2.026872705252916518e+00
2.661999999999928423e+00,4.974414422851507034e+00,3.417480227621172872e+00,4.996074001441563439e+00,2.028842523563266109e+00
2.663999999999928203e+00,4.974437413715267375e+00,3.415941226831571864e+00,4.996361926354885519e+00,2.030812666552940016e+00
2.665999999999927983e+00,4.974460136870498594e+00,3.414416431436402721e+00,4.996628775508994202e+00,2.032783111919395758e+00
2.667999999999927763e+00,4.974482609463024119e+00,3.412904804582655771e+00,4.996876086079304002e+00,2.034753839001467224e+00
2.669999999999927542e+00,4.974504847352001491e+00,3.411405384605229241e+00,4.997105283938795495e+00,2.036724828661857778e+00
2.671999999999927322e+00,4.974526865209744741e+00,3.409917279455834560e+00,4.997317691519203464e+00,2.038696063171292039e+00
2.673999999999927102e+00,4.974548676607022379e+00,3.408439661977809898e+00,4.997514535355696452e+00,2.040667526110526264e+00
2.675999999999926882e+00,4.974570294103163093e+00,3.406971764904281219e+00,4.997696952804387749e+00,2.042639202267272580e+00
2.677999999999926661e+00,4.974591729316376387e+00,3.405512876873422190e+00,4.997865998510722108e+00,2.044611077553346146e+00
2.679999999999926441e+00,4.974612992996270577e+00,3.404062338305153812e+00,4.998022650448162629e+00,2.046583138920344158e+00
2.681999999999926221e+00,4.974634095092737240e+00,3.402619537526116122e+00,4.998167815306913120e+00,2.048555374280929708e+00
2.683999999999926001e+00,4.974655044811171933e+00,3.401183907557672192e+00,4.998302333802351782e+00,2.050527772440811969e+00
2.685999999999925780e+00,4.974675850673625277e+00,3.399754922635656484e+00,4.998426985218435092e+00,2.052500323030641116e+00
2.687999999999925560e+00,4.974696520567358782e+00,3.398332095412841536e+00,4.998542492087000966e+00,2.054473016446584310e+00
2.689999999999925340e+00,4.974717061793710648e+00,3.396914974066591597e+00,4.998649524190101445e+00,2.056445843792651829e+00
2.691999999999925119e+00,4.974737481111370485e+00,3.395503139858404129e+00,4.998748702407501909e+00,2.058418796831012365e+00
2.693999999999924899e+00,4.974757784779413328e+00,3.394096204515525628e+00,4.998840602219516427e+00,2.060391867928744958e+00
2.695999999999924679e+00,4.974777978592640260e+00,3.392693808246327158e+00,4.998925757093106270e+00,2.062365050018434509e+00
2.697999999999924459e+00,4.974798067919153688e+00,3.391295617467406043e+00,4.999004661433208874e+00,2.064338336551498898e+00
2.699999999999924238e+00,4.974818057730102439e+00,3.389901323047070925e+00,4.999077773575330674e+00,2.066311721463025997e+00
2.701999999999924018e+00,4.974837952631458116e+00,3.388510638430040967e+00,4.999145518207441796e+00,2.068285199134546559e+00
2.703999999999923798e+00,4.974857756887964833e+00,3.387123298187078024e+00,4.999208288986678461e+00,2.070258764363417381e+00
2.705999999999923578e+00,4.974877474455456472e+00,3.385739056101352507e+00,4.999266450820693208e+00,2.072232412326737716e+00
2.707999999999923357e+00,4.974897108998361794e+00,3.384357684108663111e+00,4.999320341784581956e+00,2.074206138559050228e+00
2.709999999999923137e+00,4.974916663914034309e+00,3.382978970792062778e+00,4.999370275184571888e+00,2.076179938921215218e+00
2.711999999999922917e+00,4.974936142351675805e+00,3.381602720340690205e+00,4.999416541529177138e+00,2.078153809580957301e+00
2.713999999999922697e+00,4.974955547233440356e+00,3.380228751134438880e+00,4.999459409874216220e+00,2.080127746985174220e+00
2.715999999999922476e+00,4.974974881269201177e+00,3.378856894905164943e+00,4.999499129594672020e+00,2.082101747841473838e+00
2.717999999999922256e+00,4.974994146972531617e+00,3.377486995813530957e+00,4.999535931840179082e+00,2.084075809100903065e+00
2.719999999999922036e+00,4.975013346676901094e+00,3.376118909379940636e+00,4.999570030765300821e+00,2.086049927936448167e+00
2.721999999999921815e+00,4.975032482548916946e+00,3.374752501702954266e+00,4.999601624792472165e+00,2.088024101728066739e+00
2.723999999999921595e+00,4.975051556598813818e+00,3.373387648805471706e+00,4.999630897914165040e+00,2.089998328048985776e+00
2.725999999999921375e+00,4.975070570697537775e+00,3.372024235569989870e+00,4.999658020456060115e+00,2.091972604645757627e+00
2.727999999999921155e+00,4.975089526579472121e+00,3.370662155593200371e+00,4.999683150392567832e+00,2.093946929433549986e+00
2.729999999999920934e+00,4.975108425859111172e+00,3.369301310171971320e+00,4.999706434050865234e+00,2.095921300477701976e+00
